"date","location","gender","sociodemographics","indicators","statistics","scale","value"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Percentage of persons","units","15.8"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Percentage of persons","units","17.0"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Percentage of persons","units","15.1"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Percentage of persons","units","15.2"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Percentage of persons","units","13.7"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands","363"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands","437"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands",
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands","391"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands","380"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 1 or 2","Number of persons","thousands",
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","15.4"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","23.8"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","19.8"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","22.5"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","18.9"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Percentage of persons","units","24.0"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","392"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","659"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","497"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","582"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","473"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 3","Number of persons","thousands","583"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","70.3"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","60.4"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","63.2"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","62.3"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","65.8"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Percentage of persons","units","62.3"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1790"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1671"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1586"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1609"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1646"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the police rating of 4 or 5","Number of persons","thousands","1512"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","24.2"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","28.3"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","26.1"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","24.1"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","22.3"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Percentage of persons","units","23.7"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","610"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","781"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","648"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","619"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","553"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 1 or 2","Number of persons","thousands","569"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","28.2"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","27.3"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","31.0"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","27.4"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","23.1"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Percentage of persons","units","34.9"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","711"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","753"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","769"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","705"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","573"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 3","Number of persons","thousands","836"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","47.7"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","44.4"
"2023-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","42.9"
"2023-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","48.6"
"2024-07","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","54.5"
"2024-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Percentage of persons","units","41.4"
"2022-04","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","1203"
"2022-10","Canada (excluding territories)","Men","No certificate, diploma or degree","Confidence in the justice system and courts rating of 4 or 5","Number of persons","thousands","1224"
